district,district_reported,crop,year,season_group,yield_t_ha,yield_original,yield_unit,source_report,source_page,source_period
Rahim Yar Khan,Rahim Yar Khan,Jowar,2021-22,Kharif,0.800636,8.1,maund/acre,2022-23(1).pdf,51,previous_year
Rajanpur,Rajan Pur,Jowar,2021-22,Kharif,0.751214,7.6,maund/acre,2022-23(1).pdf,51,previous_year
Rawalpindi,Rawalpindi,Jowar,2021-22,Kharif,0.543642,5.5,maund/acre,2022-23(1).pdf,51,previous_year
Toba Tek Singh,T.T. Singh,Jowar,2021-22,Kharif,1.225666,12.4,maund/acre,2022-23(1).pdf,51,previous_year
Vehari,Vehari,Jowar,2021-22,Kharif,1.14659,11.6,maund/acre,2022-23(1).pdf,51,previous_year
Attock,Attock,Kharif Fodder,2021-22,Kharif,22.536432,228.0,maund/acre,2022-23(1).pdf,111,previous_year
Bahawalnagar,Bahawalnagar,Kharif Fodder,2021-22,Kharif,46.654368,472.0,maund/acre,2022-23(1).pdf,111,previous_year
Bahawalpur,Bahawalpur,Kharif Fodder,2021-22,Kharif,36.374592,368.0,maund/acre,2022-23(1).pdf,111,previous_year
Bhakkar,Bhakkar,Kharif Fodder,2021-22,Kharif,33.903492,343.0,maund/acre,2022-23(1).pdf,111,previous_year
Chakwal,Chakwal,Kharif Fodder,2021-22,Kharif,17.79192,180.0,maund/acre,2022-23(1).pdf,111,previous_year
Chiniot,Chiniot,Kharif Fodder,2021-22,Kharif,33.804648,342.0,maund/acre,2022-23(1).pdf,111,previous_year
Dera Ghazi Khan,D.G. Khan,Kharif Fodder,2021-22,Kharif,26.292504,266.0,maund/acre,2022-23(1).pdf,111,previous_year
Faisalabad,Faisalabad,Kharif Fodder,2021-22,Kharif,38.153784,386.0,maund/acre,2022-23(1).pdf,111,previous_year
Gujranwala,Gujranwala,Kharif Fodder,2021-22,Kharif,35.484996,359.0,maund/acre,2022-23(1).pdf,111,previous_year
Gujrat,Gujrat,Kharif Fodder,2021-22,Kharif,32.816208,332.0,maund/acre,2022-23(1).pdf,111,previous_year
Hafizabad,Hafizabad,Kharif Fodder,2021-22,Kharif,42.0087,425.0,maund/acre,2022-23(1).pdf,111,previous_year
Islamabad,Islamabad,Kharif Fodder,2021-22,Kharif,18.088452,183.0,maund/acre,2022-23(1).pdf,111,previous_year
Jhang,Jhang,Kharif Fodder,2021-22,Kharif,41.712168,422.0,maund/acre,2022-23(1).pdf,111,previous_year
Jhelum,Jhelum,Kharif Fodder,2021-22,Kharif,33.705804,341.0,maund/acre,2022-23(1).pdf,111,previous_year
Kasur,Kasur,Kharif Fodder,2021-22,Kharif,42.799452,433.0,maund/acre,2022-23(1).pdf,111,previous_year
Khanewal,Khanewal,Kharif Fodder,2021-22,Kharif,34.990776,354.0,maund/acre,2022-23(1).pdf,111,previous_year
Khushab,Khushab,Kharif Fodder,2021-22,Kharif,20.559552,208.0,maund/acre,2022-23(1).pdf,111,previous_year
Lahore,Lahore,Kharif Fodder,2021-22,Kharif,35.58384,360.0,maund/acre,2022-23(1).pdf,111,previous_year
Layyah,Layyah,Kharif Fodder,2021-22,Kharif,18.582672,188.0,maund/acre,2022-23(1).pdf,111,previous_year
Lodhran,Lodhran,Kharif Fodder,2021-22,Kharif,39.04338,395.0,maund/acre,2022-23(1).pdf,111,previous_year
Mandi Bahauddin,M.B. Din,Kharif Fodder,2021-22,Kharif,36.868812,373.0,maund/acre,2022-23(1).pdf,111,previous_year
Mianwali,Mianwali,Kharif Fodder,2021-22,Kharif,22.338744,226.0,maund/acre,2022-23(1).pdf,111,previous_year
Multan,Multan,Kharif Fodder,2021-22,Kharif,39.339912,398.0,maund/acre,2022-23(1).pdf,111,previous_year
Muzaffargarh,Muzzafargargh,Kharif Fodder,2021-22,Kharif,34.002336,344.0,maund/acre,2022-23(1).pdf,111,previous_year
Nankana Sahib,Nankana Sahib,Kharif Fodder,2021-22,Kharif,41.415636,419.0,maund/acre,2022-23(1).pdf,111,previous_year
Narowal,Narowal,Kharif Fodder,2021-22,Kharif,24.019092,243.0,maund/acre,2022-23(1).pdf,111,previous_year
Okara,Okara,Kharif Fodder,2021-22,Kharif,43.590204,441.0,maund/acre,2022-23(1).pdf,111,previous_year
Pakpattan,Pakpattan,Kharif Fodder,2021-22,Kharif,44.677488,452.0,maund/acre,2022-23(1).pdf,111,previous_year
Rahim Yar Khan,Rahim Yar Khan,Kharif Fodder,2021-22,Kharif,56.934144,576.0,maund/acre,2022-23(1).pdf,111,previous_year
Rajanpur,Rajan Pur,Kharif Fodder,2021-22,Kharif,28.467072,288.0,maund/acre,2022-23(1).pdf,111,previous_year
Rawalpindi,Rawalpindi,Kharif Fodder,2021-22,Kharif,19.076892,193.0,maund/acre,2022-23(1).pdf,111,previous_year
Sahiwal,Sahiwal,Kharif Fodder,2021-22,Kharif,43.886736,444.0,maund/acre,2022-23(1).pdf,111,previous_year
Sargodha,Sargodha,Kharif Fodder,2021-22,Kharif,33.211584,336.0,maund/acre,2022-23(1).pdf,111,previous_year
Sheikhupura,Sheikhupura,Kharif Fodder,2021-22,Kharif,42.206388,427.0,maund/acre,2022-23(1).pdf,111,previous_year
Sialkot,Sialkot,Kharif Fodder,2021-22,Kharif,35.08962,355.0,maund/acre,2022-23(1).pdf,111,previous_year
Toba Tek Singh,T.T. Singh,Kharif Fodder,2021-22,Kharif,43.787892,443.0,maund/acre,2022-23(1).pdf,111,previous_year
Vehari,Vehari,Kharif Fodder,2021-22,Kharif,45.567084,461.0,maund/acre,2022-23(1).pdf,111,previous_year
Attock,Attock,Ladyfinger,2021-22,Kharif,16.902324,171.0,maund/acre,2022-23(1).pdf,59,previous_year
Bahawalnagar,Bahawalnagar,Ladyfinger,2021-22,Kharif,11.268216,114.0,maund/acre,2022-23(1).pdf,59,previous_year
Bahawalpur,Bahawalpur,Ladyfinger,2021-22,Kharif,10.971684,111.0,maund/acre,2022-23(1).pdf,59,previous_year
Bhakkar,Bhakkar,Ladyfinger,2021-22,Kharif,4.546824,46.0,maund/acre,2022-23(1).pdf,59,previous_year
Chakwal,Chakwal,Ladyfinger,2021-22,Kharif,9.39018,95.0,maund/acre,2022-23(1).pdf,59,previous_year
Chiniot,Chiniot,Ladyfinger,2021-22,Kharif,8.500584,86.0,maund/acre,2022-23(1).pdf,59,previous_year
Dera Ghazi Khan,D.G. Khan,Ladyfinger,2021-22,Kharif,16.012728,162.0,maund/acre,2022-23(1).pdf,59,previous_year
Faisalabad,Faisalabad,Ladyfinger,2021-22,Kharif,16.111572,163.0,maund/acre,2022-23(1).pdf,59,previous_year
Gujranwala,Gujranwala,Ladyfinger,2021-22,Kharif,10.279776,104.0,maund/acre,2022-23(1).pdf,59,previous_year
Gujrat,Gujrat,Ladyfinger,2021-22,Kharif,11.268216,114.0,maund/acre,2022-23(1).pdf,59,previous_year
Hafizabad,Hafizabad,Ladyfinger,2021-22,Kharif,5.831796,59.0,maund/acre,2022-23(1).pdf,59,previous_year
Islamabad,Islamabad,Ladyfinger,2021-22,Kharif,14.530068,147.0,maund/acre,2022-23(1).pdf,59,previous_year
Jhang,Jhang,Ladyfinger,2021-22,Kharif,7.017924,71.0,maund/acre,2022-23(1).pdf,59,previous_year
Jhelum,Jhelum,Ladyfinger,2021-22,Kharif,12.750876,129.0,maund/acre,2022-23(1).pdf,59,previous_year
Kasur,Kasur,Ladyfinger,2021-22,Kharif,13.541628,137.0,maund/acre,2022-23(1).pdf,59,previous_year
Khanewal,Khanewal,Ladyfinger,2021-22,Kharif,8.797116,89.0,maund/acre,2022-23(1).pdf,59,previous_year
Khushab,Khushab,Ladyfinger,2021-22,Kharif,8.994804,91.0,maund/acre,2022-23(1).pdf,59,previous_year
Lahore,Lahore,Ladyfinger,2021-22,Kharif,11.169372,113.0,maund/acre,2022-23(1).pdf,59,previous_year
Lodhran,Lodhran,Ladyfinger,2021-22,Kharif,10.576308,107.0,maund/acre,2022-23(1).pdf,59,previous_year
Mandi Bahauddin,M.B. Din,Ladyfinger,2021-22,Kharif,16.80348,170.0,maund/acre,2022-23(1).pdf,59,previous_year
Mianwali,Mianwali,Ladyfinger,2021-22,Kharif,12.84972,130.0,maund/acre,2022-23(1).pdf,59,previous_year
Multan,Multan,Ladyfinger,2021-22,Kharif,21.646836,219.0,maund/acre,2022-23(1).pdf,59,previous_year
Muzaffargarh,Muzaffargarh,Ladyfinger,2021-22,Kharif,10.477464,106.0,maund/acre,2022-23(1).pdf,59,previous_year
Nankana Sahib,Nankana Sahib,Ladyfinger,2021-22,Kharif,19.669956,199.0,maund/acre,2022-23(1).pdf,59,previous_year
Narowal,Narowal,Ladyfinger,2021-22,Kharif,8.302896,84.0,maund/acre,2022-23(1).pdf,59,previous_year
Okara,Okara,Ladyfinger,2021-22,Kharif,14.33238,145.0,maund/acre,2022-23(1).pdf,59,previous_year
Pakpattan,Pakpattan,Ladyfinger,2021-22,Kharif,10.082088,102.0,maund/acre,2022-23(1).pdf,59,previous_year
Rahim Yar Khan,Rahim Yar Khan,Ladyfinger,2021-22,Kharif,21.844524,221.0,maund/acre,2022-23(1).pdf,59,previous_year
Rajanpur,Rajan Pur,Ladyfinger,2021-22,Kharif,6.128328,62.0,maund/acre,2022-23(1).pdf,59,previous_year
Rawalpindi,Rawalpindi,Ladyfinger,2021-22,Kharif,14.925444,151.0,maund/acre,2022-23(1).pdf,59,previous_year
Sahiwal,Sahiwal,Ladyfinger,2021-22,Kharif,14.925444,151.0,maund/acre,2022-23(1).pdf,59,previous_year
Sargodha,Sargodha,Ladyfinger,2021-22,Kharif,11.663592,118.0,maund/acre,2022-23(1).pdf,59,previous_year
Sheikhupura,Sheikhupura,Ladyfinger,2021-22,Kharif,8.89596,90.0,maund/acre,2022-23(1).pdf,59,previous_year
Sialkot,Sialkot,Ladyfinger,2021-22,Kharif,10.773996,109.0,maund/acre,2022-23(1).pdf,59,previous_year
Toba Tek Singh,T.T. Singh,Ladyfinger,2021-22,Kharif,19.175736,194.0,maund/acre,2022-23(1).pdf,59,previous_year
Vehari,Vehari,Ladyfinger,2021-22,Kharif,14.628912,148.0,maund/acre,2022-23(1).pdf,59,previous_year
Chiniot,Chiniot,Litchi,2021-22,Kharif,0.197688,2.0,maund/acre,2022-23(1).pdf,105,previous_year
Gujranwala,Gujranwala,Litchi,2021-22,Kharif,0.296532,3.0,maund/acre,2022-23(1).pdf,105,previous_year
Hafizabad,Hafizabad,Litchi,2021-22,Kharif,4.448,4448.0,kg/ha,2022-23(1).pdf,106,previous_year
Jhang,Jhang,Litchi,2021-22,Kharif,0.098844,1.0,maund/acre,2022-23(1).pdf,105,previous_year
Kasur,Kasur,Litchi,2021-22,Kharif,1.087284,11.0,maund/acre,2022-23(1).pdf,105,previous_year
Khanewal,Khanewal,Litchi,2021-22,Kharif,0.790752,8.0,maund/acre,2022-23(1).pdf,105,previous_year
Lahore,Lahore,Litchi,2021-22,Kharif,0.197688,2.0,maund/acre,2022-23(1).pdf,105,previous_year
Mandi Bahauddin,M.B. Din,Litchi,2021-22,Kharif,0.098844,1.0,maund/acre,2022-23(1).pdf,105,previous_year
Multan,Multan,Litchi,2021-22,Kharif,4.250292,43.0,maund/acre,2022-23(1).pdf,105,previous_year
Nankana Sahib,Nankana Sahib,Litchi,2021-22,Kharif,3.45954,35.0,maund/acre,2022-23(1).pdf,105,previous_year
Narowal,Narowal,Litchi,2021-22,Kharif,0.395376,4.0,maund/acre,2022-23(1).pdf,105,previous_year
Okara,Okara,Litchi,2021-22,Kharif,0.197688,2.0,maund/acre,2022-23(1).pdf,105,previous_year
Pakpattan,Pakpattan,Litchi,2021-22,Kharif,0.691908,7.0,maund/acre,2022-23(1).pdf,105,previous_year
Sahiwal,Sahiwal,Litchi,2021-22,Kharif,2.4711,25.0,maund/acre,2022-23(1).pdf,105,previous_year
Sheikhupura,Sheikhupura,Litchi,2021-22,Kharif,8.204052,83.0,maund/acre,2022-23(1).pdf,105,previous_year
Sialkot,Sialkot,Litchi,2021-22,Kharif,7.808676,79.0,maund/acre,2022-23(1).pdf,105,previous_year
Vehari,Vehari,Litchi,2021-22,Kharif,0.197688,2.0,maund/acre,2022-23(1).pdf,105,previous_year
Bahawalpur,Bahawalpur,Long Melon,2021-22,Kharif,14.134692,143.0,maund/acre,2022-23(1).pdf,75,previous_year
Bhakkar,Bhakkar,Long Melon,2021-22,Kharif,6.029484,61.0,maund/acre,2022-23(1).pdf,75,previous_year
Chiniot,Chiniot,Long Melon,2021-22,Kharif,6.227172,63.0,maund/acre,2022-23(1).pdf,75,previous_year
Faisalabad,Faisalabad,Long Melon,2021-22,Kharif,5.831796,59.0,maund/acre,2022-23(1).pdf,75,previous_year
Gujranwala,Gujranwala,Long Melon,2021-22,Kharif,7.90752,80.0,maund/acre,2022-23(1).pdf,75,previous_year
Hafizabad,Hafizabad,Long Melon,2021-22,Kharif,8.994804,91.0,maund/acre,2022-23(1).pdf,75,previous_year
Jhang,Jhang,Long Melon,2021-22,Kharif,7.017924,71.0,maund/acre,2022-23(1).pdf,75,previous_year
Kasur,Kasur,Long Melon,2021-22,Kharif,5.337576,54.0,maund/acre,2022-23(1).pdf,75,previous_year
Khanewal,Khanewal,Long Melon,2021-22,Kharif,7.512144,76.0,maund/acre,2022-23(1).pdf,75,previous_year
Lahore,Lahore,Long Melon,2021-22,Kharif,9.686712,98.0,maund/acre,2022-23(1).pdf,75,previous_year
Lodhran,Lodhran,Long Melon,2021-22,Kharif,6.42486,65.0,maund/acre,2022-23(1).pdf,75,previous_year
Mandi Bahauddin,M.B. Din,Long Melon,2021-22,Kharif,7.116768,72.0,maund/acre,2022-23(1).pdf,75,previous_year
Mianwali,Mianwali,Long Melon,2021-22,Kharif,5.535264,56.0,maund/acre,2022-23(1).pdf,75,previous_year
Multan,Multan,Long Melon,2021-22,Kharif,7.4133,75.0,maund/acre,2022-23(1).pdf,75,previous_year
Nankana Sahib,Nankana Sahib,Long Melon,2021-22,Kharif,7.808676,79.0,maund/acre,2022-23(1).pdf,75,previous_year
Narowal,Narowal,Long Melon,2021-22,Kharif,9.39018,95.0,maund/acre,2022-23(1).pdf,75,previous_year
Okara,Okara,Long Melon,2021-22,Kharif,9.093648,92.0,maund/acre,2022-23(1).pdf,75,previous_year
Pakpattan,Pakpattan,Long Melon,2021-22,Kharif,9.785556,99.0,maund/acre,2022-23(1).pdf,75,previous_year
Rahim Yar Khan,Rahim Yar Khan,Long Melon,2021-22,Kharif,11.36706,115.0,maund/acre,2022-23(1).pdf,75,previous_year
Sahiwal,Sahiwal,Long Melon,2021-22,Kharif,9.192492,93.0,maund/acre,2022-23(1).pdf,75,previous_year
Sargodha,Sargodha,Long Melon,2021-22,Kharif,6.622548,67.0,maund/acre,2022-23(1).pdf,75,previous_year
Sheikhupura,Sheikhupura,Long Melon,2021-22,Kharif,9.093648,92.0,maund/acre,2022-23(1).pdf,75,previous_year
Sialkot,Sialkot,Long Melon,2021-22,Kharif,8.204052,83.0,maund/acre,2022-23(1).pdf,75,previous_year
Toba Tek Singh,T.T. Singh,Long Melon,2021-22,Kharif,7.215612,73.0,maund/acre,2022-23(1).pdf,75,previous_year
Bahawalnagar,Bahawalnagar,Lufa,2021-22,Kharif,11.762436,119.0,maund/acre,2022-23(1).pdf,73,previous_year
Bahawalpur,Bahawalpur,Lufa,2021-22,Kharif,17.79192,180.0,maund/acre,2022-23(1).pdf,73,previous_year
Bhakkar,Bhakkar,Lufa,2021-22,Kharif,20.559552,208.0,maund/acre,2022-23(1).pdf,73,previous_year
Chiniot,Chiniot,Lufa,2021-22,Kharif,12.157812,123.0,maund/acre,2022-23(1).pdf,73,previous_year
Dera Ghazi Khan,D.G. Khan,Lufa,2021-22,Kharif,8.797116,89.0,maund/acre,2022-23(1).pdf,73,previous_year
Faisalabad,Faisalabad,Lufa,2021-22,Kharif,15.81504,160.0,maund/acre,2022-23(1).pdf,73,previous_year
Gujranwala,Gujranwala,Lufa,2021-22,Kharif,9.8844,100.0,maund/acre,2022-23(1).pdf,73,previous_year
Gujrat,Gujrat,Lufa,2021-22,Kharif,10.675152,108.0,maund/acre,2022-23(1).pdf,73,previous_year
Islamabad,Islamabad,Lufa,2021-22,Kharif,11.86128,120.0,maund/acre,2022-23(1).pdf,73,previous_year
Jhang,Jhang,Lufa,2021-22,Kharif,8.40174,85.0,maund/acre,2022-23(1).pdf,73,previous_year
Jhelum,Jhelum,Lufa,2021-22,Kharif,12.3555,125.0,maund/acre,2022-23(1).pdf,73,previous_year
Kasur,Kasur,Lufa,2021-22,Kharif,25.798284,261.0,maund/acre,2022-23(1).pdf,73,previous_year
Khanewal,Khanewal,Lufa,2021-22,Kharif,11.36706,115.0,maund/acre,2022-23(1).pdf,73,previous_year
Lahore,Lahore,Lufa,2021-22,Kharif,8.89596,90.0,maund/acre,2022-23(1).pdf,73,previous_year
Lodhran,Lodhran,Lufa,2021-22,Kharif,22.635276,229.0,maund/acre,2022-23(1).pdf,73,previous_year
Mandi Bahauddin,M.B. Din,Lufa,2021-22,Kharif,10.576308,107.0,maund/acre,2022-23(1).pdf,73,previous_year
Mianwali,Mianwali,Lufa,2021-22,Kharif,4.44798,45.0,maund/acre,2022-23(1).pdf,73,previous_year
Multan,Multan,Lufa,2021-22,Kharif,11.762436,119.0,maund/acre,2022-23(1).pdf,73,previous_year
Muzaffargarh,Muzaffargarh,Lufa,2021-22,Kharif,11.960124,121.0,maund/acre,2022-23(1).pdf,73,previous_year
Nankana Sahib,Nankana Sahib,Lufa,2021-22,Kharif,19.966488,202.0,maund/acre,2022-23(1).pdf,73,previous_year
Narowal,Narowal,Lufa,2021-22,Kharif,8.204052,83.0,maund/acre,2022-23(1).pdf,73,previous_year
Okara,Okara,Lufa,2021-22,Kharif,11.36706,115.0,maund/acre,2022-23(1).pdf,73,previous_year
Pakpattan,Pakpattan,Lufa,2021-22,Kharif,11.960124,121.0,maund/acre,2022-23(1).pdf,73,previous_year
Rahim Yar Khan,Rahim Yar Khan,Lufa,2021-22,Kharif,18.879204,191.0,maund/acre,2022-23(1).pdf,73,previous_year
Rajanpur,Rajan Pur,Lufa,2021-22,Kharif,5.238732,53.0,maund/acre,2022-23(1).pdf,73,previous_year
Rawalpindi,Rawalpindi,Lufa,2021-22,Kharif,5.93064,60.0,maund/acre,2022-23(1).pdf,73,previous_year
Sahiwal,Sahiwal,Lufa,2021-22,Kharif,8.797116,89.0,maund/acre,2022-23(1).pdf,73,previous_year
Sargodha,Sargodha,Lufa,2021-22,Kharif,14.035848,142.0,maund/acre,2022-23(1).pdf,73,previous_year
Sheikhupura,Sheikhupura,Lufa,2021-22,Kharif,10.675152,108.0,maund/acre,2022-23(1).pdf,73,previous_year
Sialkot,Sialkot,Lufa,2021-22,Kharif,9.895,9895.0,kg/ha,2022-23(1).pdf,74,previous_year
Toba Tek Singh,T.T. Singh,Lufa,2021-22,Kharif,5.041044,51.0,maund/acre,2022-23(1).pdf,73,previous_year
Vehari,Vehari,Lufa,2021-22,Kharif,16.111572,163.0,maund/acre,2022-23(1).pdf,73,previous_year
Attock,Attock,Maize (Autumn),2021-22,Kharif,4.440072,44.92,maund/acre,2022-23(1).pdf,14,previous_year
Bahawalnagar,Bahawalnagar,Maize (Autumn),2021-22,Kharif,6.654178,67.32,maund/acre,2022-23(1).pdf,14,previous_year
Bahawalpur,Bahawalpur,Maize (Autumn),2021-22,Kharif,6.794537,68.74,maund/acre,2022-23(1).pdf,14,previous_year
Chakwal,Chakwal,Maize (Autumn),2021-22,Kharif,2.24277,22.69,maund/acre,2022-23(1).pdf,14,previous_year
Chiniot,Chiniot,Maize (Autumn),2021-22,Kharif,7.2423,73.27,maund/acre,2022-23(1).pdf,14,previous_year
Dera Ghazi Khan,D.G. Khan,Maize (Autumn),2021-22,Kharif,4.9422,50.0,maund/acre,2022-23(1).pdf,14,previous_year
Faisalabad,Faisalabad,Maize (Autumn),2021-22,Kharif,6.699646,67.78,maund/acre,2022-23(1).pdf,14,previous_year
Gujranwala,Gujranwala,Maize (Autumn),2021-22,Kharif,4.9422,50.0,maund/acre,2022-23(1).pdf,14,previous_year
Jhang,Jhang,Maize (Autumn),2021-22,Kharif,5.18931,52.5,maund/acre,2022-23(1).pdf,14,previous_year
Jhelum,Jhelum,Maize (Autumn),2021-22,Kharif,6.274617,63.48,maund/acre,2022-23(1).pdf,14,previous_year
Kasur,Kasur,Maize (Autumn),2021-22,Kharif,7.281837,73.67,maund/acre,2022-23(1).pdf,14,previous_year
Khanewal,Khanewal,Maize (Autumn),2021-22,Kharif,6.720404,67.99,maund/acre,2022-23(1).pdf,14,previous_year
Lahore,Lahore,Maize (Autumn),2021-22,Kharif,7.90752,80.0,maund/acre,2022-23(1).pdf,14,previous_year
Lodhran,Lodhran,Maize (Autumn),2021-22,Kharif,9.136151,92.43,maund/acre,2022-23(1).pdf,14,previous_year
Multan,Multan,Maize (Autumn),2021-22,Kharif,6.571149,66.48,maund/acre,2022-23(1).pdf,14,previous_year
Muzaffargarh,Muzzafargargh,Maize (Autumn),2021-22,Kharif,6.399161,64.74,maund/acre,2022-23(1).pdf,14,previous_year
Nankana Sahib,Nankana Sahib,Maize (Autumn),2021-22,Kharif,6.65912,67.37,maund/acre,2022-23(1).pdf,14,previous_year
Narowal,Narowal,Maize (Autumn),2021-22,Kharif,7.4133,75.0,maund/acre,2022-23(1).pdf,14,previous_year
Okara,Okara,Maize (Autumn),2021-22,Kharif,6.388288,64.63,maund/acre,2022-23(1).pdf,14,previous_year
Pakpattan,Pakpattan,Maize (Autumn),2021-22,Kharif,6.781687,68.61,maund/acre,2022-23(1).pdf,14,previous_year
Rahim Yar Khan,Rahim Yar Khan,Maize (Autumn),2021-22,Kharif,7.048566,71.31,maund/acre,2022-23(1).pdf,14,previous_year
Rawalpindi,Rawalpindi,Maize (Autumn),2021-22,Kharif,2.087585,21.12,maund/acre,2022-23(1).pdf,14,previous_year
Sahiwal,Sahiwal,Maize (Autumn),2021-22,Kharif,6.261767,63.35,maund/acre,2022-23(1).pdf,14,previous_year
Sargodha,Sargodha,Maize (Autumn),2021-22,Kharif,5.819935,58.88,maund/acre,2022-23(1).pdf,14,previous_year
Sialkot,Sialkot,Maize (Autumn),2021-22,Kharif,6.67197,67.5,maund/acre,2022-23(1).pdf,14,previous_year
Toba Tek Singh,T.T. Singh,Maize (Autumn),2021-22,Kharif,5.888137,59.57,maund/acre,2022-23(1).pdf,14,previous_year
Vehari,Vehari,Maize (Autumn),2021-22,Kharif,7.235381,73.2,maund/acre,2022-23(1).pdf,14,previous_year
Bahawalnagar,Bahawalnagar,Maize (Spring),2021-22,Kharif,7.76815,78.59,maund/acre,2022-23(1).pdf,126,previous_year
Bahawalpur,Bahawalpur,Maize (Spring),2021-22,Kharif,6.248918,63.22,maund/acre,2022-23(1).pdf,126,previous_year
Chakwal,Chakwal,Maize (Spring),2021-22,Kharif,2.668788,27.0,maund/acre,2022-23(1).pdf,126,previous_year
Chiniot,Chiniot,Maize (Spring),2021-22,Kharif,8.86433,89.68,maund/acre,2022-23(1).pdf,126,previous_year
Faisalabad,Faisalabad,Maize (Spring),2021-22,Kharif,6.661097,67.39,maund/acre,2022-23(1).pdf,126,previous_year
Gujranwala,Gujranwala,Maize (Spring),2021-22,Kharif,9.617521,97.3,maund/acre,2022-23(1).pdf,126,previous_year
Hafizabad,Hafizabad,Maize (Spring),2021-22,Kharif,4.9422,50.0,maund/acre,2022-23(1).pdf,126,previous_year
Jhang,Jhang,Maize (Spring),2021-22,Kharif,15.938595,161.25,maund/acre,2022-23(1).pdf,126,previous_year
Jhelum,Jhelum,Maize (Spring),2021-22,Kharif,9.602695,97.15,maund/acre,2022-23(1).pdf,126,previous_year
Kasur,Kasur,Maize (Spring),2021-22,Kharif,8.921659,90.26,maund/acre,2022-23(1).pdf,126,previous_year
Khanewal,Khanewal,Maize (Spring),2021-22,Kharif,7.510167,75.98,maund/acre,2022-23(1).pdf,126,previous_year
Lahore,Lahore,Maize (Spring),2021-22,Kharif,4.221627,42.71,maund/acre,2022-23(1).pdf,126,previous_year
Lodhran,Lodhran,Maize (Spring),2021-22,Kharif,5.865403,59.34,maund/acre,2022-23(1).pdf,126,previous_year
Mandi Bahauddin,M.B.Din,Maize (Spring),2021-22,Kharif,4.732651,47.88,maund/acre,2022-23(1).pdf,126,previous_year
Multan,Multan,Maize (Spring),2021-22,Kharif,6.028496,60.99,maund/acre,2022-23(1).pdf,126,previous_year
Muzaffargarh,Muzzafargargh,Maize (Spring),2021-22,Kharif,7.85711,79.49,maund/acre,2022-23(1).pdf,126,previous_year
Nankana Sahib,Nankana Sahib,Maize (Spring),2021-22,Kharif,8.860376,89.64,maund/acre,2022-23(1).pdf,126,previous_year
Okara,Okara,Maize (Spring),2021-22,Kharif,7.949034,80.42,maund/acre,2022-23(1).pdf,126,previous_year
Pakpattan,Pakpattan,Maize (Spring),2021-22,Kharif,8.161549,82.57,maund/acre,2022-23(1).pdf,126,previous_year
Rahim Yar Khan,Rahim Yar Khan,Maize (Spring),2021-22,Kharif,6.893381,69.74,maund/acre,2022-23(1).pdf,126,previous_year
Rawalpindi,RAWALPINDI DV:,Maize (Spring),2021-22,Kharif,9.443556,95.54,maund/acre,2022-23(1).pdf,126,previous_year
Sahiwal,Sahiwal,Maize (Spring),2021-22,Kharif,7.471618,75.59,maund/acre,2022-23(1).pdf,126,previous_year
Sargodha,Sargodha,Maize (Spring),2021-22,Kharif,4.672356,47.27,maund/acre,2022-23(1).pdf,126,previous_year
Sheikhupura,Sheikhupura,Maize (Spring),2021-22,Kharif,7.060427,71.43,maund/acre,2022-23(1).pdf,126,previous_year
Sialkot,Sialkot,Maize (Spring),2021-22,Kharif,9.989175,101.06,maund/acre,2022-23(1).pdf,126,previous_year
Talagang,Talagang,Maize (Spring),2021-22,Kharif,2.010487,20.34,maund/acre,2022-23(1).pdf,126,previous_year
Toba Tek Singh,T.T. Singh,Maize (Spring),2021-22,Kharif,7.379693,74.66,maund/acre,2022-23(1).pdf,126,previous_year
Vehari,Vehari,Maize (Spring),2021-22,Kharif,6.76686,68.46,maund/acre,2022-23(1).pdf,126,previous_year
Wazirabad,Wazirabad,Maize (Spring),2021-22,Kharif,9.719331,98.33,maund/acre,2022-23(1).pdf,126,previous_year
Bahawalnagar,Bahawalnagar,Mango,2021-22,Kharif,9.489024,96.0,maund/acre,2022-23(1).pdf,97,previous_year
Bahawalpur,Bahawalpur,Mango,2021-22,Kharif,10.87284,110.0,maund/acre,2022-23(1).pdf,97,previous_year
Bhakkar,Bhakkar,Mango,2021-22,Kharif,5.634108,57.0,maund/acre,2022-23(1).pdf,97,previous_year
Chiniot,Chiniot,Mango,2021-22,Kharif,10.971684,111.0,maund/acre,2022-23(1).pdf,97,previous_year
Dera Ghazi Khan,D.G. Khan,Mango,2021-22,Kharif,11.070528,112.0,maund/acre,2022-23(1).pdf,97,previous_year
Faisalabad,Faisalabad,Mango,2021-22,Kharif,11.070528,112.0,maund/acre,2022-23(1).pdf,97,previous_year
Gujranwala,Gujranwala,Mango,2021-22,Kharif,5.93064,60.0,maund/acre,2022-23(1).pdf,97,previous_year
Gujrat,Gujrat,Mango,2021-22,Kharif,6.91908,70.0,maund/acre,2022-23(1).pdf,97,previous_year
Hafizabad,Hafizabad,Mango,2021-22,Kharif,8.204052,83.0,maund/acre,2022-23(1).pdf,97,previous_year
Jhang,Jhang,Mango,2021-22,Kharif,11.169372,113.0,maund/acre,2022-23(1).pdf,97,previous_year
Jhelum,Jhelum,Mango,2021-22,Kharif,7.215612,73.0,maund/acre,2022-23(1).pdf,97,previous_year
Kasur,Kasur,Mango,2021-22,Kharif,9.39018,95.0,maund/acre,2022-23(1).pdf,97,previous_year
